city,dates,gender,outcome.runs,outcome.winner,player_of_match,team,umpires,venue,matchid,outcome.wickets,outcome.method,neutral_venue,match_type_number,year,did_win,bat_first,total_wins,win_percentage
,2015-01-12,male,,Ireland,NJ O'Brien,Ireland,Ahmed Shahab,Dubai International Cricket Stadium,810829,3.0,,1.0,,2015,True,False,5,0.45454545454545453
,2015-01-17,male,71.0,Afghanistan,Najibullah Zadran,Ireland,VA Kulkarni,Dubai International Cricket Stadium,810833,,,1.0,,2015,False,False,5,0.45454545454545453
,2015-10-09,male,,Zimbabwe,Sikandar Raza,Ireland,RB Tiffin,Harare Sports Club,919613,2.0,,,,2015,False,True,5,0.45454545454545453
,2015-10-11,male,,Zimbabwe,CR Ervine,Ireland,TJ Matibiri,Harare Sports Club,919615,5.0,,,,2015,False,True,5,0.45454545454545453
,2015-10-13,male,,Ireland,TJ Murtagh,Ireland,RB Tiffin,Harare Sports Club,919617,2.0,,,,2015,True,False,5,0.45454545454545453
Nelson,2015-02-16,male,,Ireland,PR Stirling,West Indies,BNJ Oxenford,Saxton Oval,656407,4.0,,1.0,,2015,False,True,3,0.3
Christchurch,2015-02-21,male,150.0,West Indies,AD Russell,West Indies,NJ Llong,Hagley Oval,656417,,,1.0,,2015,True,True,3,0.3
,2015-02-27,male,257.0,South Africa,AB de Villiers,West Indies,IJ Gould,Sydney Cricket Ground,656435,,,1.0,,2015,False,False,3,0.3
Perth,2015-03-06,male,,India,Mohammed Shami,West Indies,NJ Llong,Western Australia Cricket Association Ground,656453,4.0,,1.0,,2015,False,True,3,0.3
Napier,2015-03-15,male,,West Indies,JO Holder,West Indies,REJ Martinesz,McLean Park,656479,6.0,,1.0,,2015,True,False,3,0.3
Wellington,2015-03-21,male,143.0,New Zealand,MJ Guptill,West Indies,BNJ Oxenford,Westpac Stadium,656489,,,,,2015,False,False,3,0.3
Johannesburg,2015-01-18,male,148.0,South Africa,AB de Villiers,West Indies,AT Holdstock,New Wanderers Stadium,722341,,,,,2015,False,False,3,0.3
East London,2015-01-21,male,,South Africa,VD Philander,West Indies,S Ravi,Buffalo Park,722343,9.0,,,,2015,False,True,3,0.3
Port Elizabeth,2015-01-25,male,,West Indies,AD Russell,West Indies,S George,St George's Park,722345,1.0,,,,2015,True,False,3,0.3
Centurion,2015-01-28,male,131.0,South Africa,RR Rossouw,West Indies,S Ravi,SuperSport Park,722347,,,,,2015,False,False,3,0.3
Dunedin,2015-02-17,male,,New Zealand,TA Boult,Scotland,NJ Llong,University Oval,656409,3.0,,,,2015,False,True,1,0.1111111111111111
Christchurch,2015-02-23,male,119.0,England,MM Ali,Scotland,RJ Tucker,Hagley Oval,656425,,,1.0,,2015,False,False,1,0.1111111111111111
Dunedin,2015-02-26,male,,Afghanistan,Samiullah Shenwari,Scotland,RSA Palliyaguruge,University Oval,656431,1.0,,1.0,,2015,False,True,1,0.1111111111111111
Nelson,2015-03-05,male,,Bangladesh,KJ Coetzer,Scotland,BNJ Oxenford,Saxton Oval,656451,6.0,,1.0,,2015,False,True,1,0.1111111111111111
Hobart,2015-03-11,male,148.0,Sri Lanka,KC Sangakkara,Scotland,RK Illingworth,Bellerive Oval,656467,,,1.0,,2015,False,False,1,0.1111111111111111
Hobart,2015-03-14,male,,Australia,MA Starc,Scotland,RK Illingworth,Bellerive Oval,656477,7.0,,,,2015,False,True,1,0.1111111111111111
,2015-01-12,male,,Ireland,NJ O'Brien,Scotland,Sharfuddoula,Dubai International Cricket Stadium,810829,3.0,,1.0,,2015,False,True,1,0.1111111111111111
Dubai,2015-01-08,male,,Afghanistan,Javed Ahmadi,Scotland,Sharfuddoula,ICC Academy,812623,8.0,,1.0,,2015,False,True,1,0.1111111111111111
Abu Dhabi,2015-01-14,male,150.0,Scotland,JH Davey,Scotland,Sharfuddoula,Sheikh Zayed Stadium,812645,,,1.0,,2015,True,True,1,0.1111111111111111
Canberra,2015-02-18,male,105.0,Bangladesh,Mushfiqur Rahim,Afghanistan,SJ Davis,Manuka Oval,656411,,,1.0,,2015,False,False,7,0.5384615384615384
Dunedin,2015-02-22,male,,Sri Lanka,DPMD Jayawardene,Afghanistan,CB Gaffaney,University Oval,656421,4.0,,1.0,,2015,False,True,7,0.5384615384615384
Dunedin,2015-02-26,male,,Afghanistan,Samiullah Shenwari,Afghanistan,SD Fry,University Oval,656431,1.0,,1.0,,2015,True,False,7,0.5384615384615384
Perth,2015-03-04,male,275.0,Australia,DA Warner,Afghanistan,MA Gough,Western Australia Cricket Association Ground,656449,,,,,2015,False,False,7,0.5384615384615384
Napier,2015-03-08,male,,New Zealand,DL Vettori,Afghanistan,M Erasmus,McLean Park,656459,6.0,,,,2015,False,True,7,0.5384615384615384
,2015-01-17,male,71.0,Afghanistan,Najibullah Zadran,Afghanistan,Ahmed Shahab,Dubai International Cricket Stadium,810833,,,1.0,,2015,True,True,7,0.5384615384615384
Dubai,2015-01-08,male,,Afghanistan,Javed Ahmadi,Afghanistan,VA Kulkarni,ICC Academy,812623,8.0,,1.0,,2015,True,False,7,0.5384615384615384
Abu Dhabi,2015-01-14,male,150.0,Scotland,JH Davey,Afghanistan,VA Kulkarni,Sheikh Zayed Stadium,812645,,,1.0,,2015,False,False,7,0.5384615384615384
Bulawayo,2015-10-16,male,,Zimbabwe,WP Masakadza,Afghanistan,RB Tiffin,Queens Sports Club,924627,8.0,,,,2015,False,True,7,0.5384615384615384
Bulawayo,2015-10-18,male,58.0,Afghanistan,Mohammad Nabi,Afghanistan,RB Tiffin,Queens Sports Club,924629,,,,,2015,True,True,7,0.5384615384615384
Bulawayo,2015-10-22,male,,Afghanistan,Mohammad Shahzad,Afghanistan,TJ Matibiri,Queens Sports Club,924633,3.0,,,,2015,True,False,7,0.5384615384615384
,2015-12-25,male,49.0,Afghanistan,Amir Hamza,Afghanistan,VA Kulkarni,Sharjah Cricket Stadium,953335,,,1.0,,2015,True,True,7,0.5384615384615384
,2015-12-29,male,,Afghanistan,Mohammad Shahzad,Afghanistan,AK Chaudhary,Sharjah Cricket Stadium,953337,4.0,,1.0,,2015,True,False,7,0.5384615384615384
Canberra,2015-02-18,male,105.0,Bangladesh,Mushfiqur Rahim,Bangladesh,JS Wilson,Manuka Oval,656411,,,1.0,,2015,True,True,11,0.6875
,2015-02-26,male,92.0,Sri Lanka,TM Dilshan,Bangladesh,Aleem Dar,Melbourne Cricket Ground,656433,,,1.0,,2015,False,False,11,0.6875
Nelson,2015-03-05,male,,Bangladesh,KJ Coetzer,Bangladesh,SD Fry,Saxton Oval,656451,6.0,,1.0,,2015,True,False,11,0.6875
,2015-03-09,male,15.0,Bangladesh,Mahmudullah,Bangladesh,BF Bowden,Adelaide Oval,656463,,,1.0,,2015,True,True,11,0.6875
Hamilton,2015-03-13,male,,New Zealand,MJ Guptill,Bangladesh,RA Kettleborough,Seddon Park,656471,3.0,,,,2015,False,True,11,0.6875
,2015-03-19,male,109.0,India,RG Sharma,Bangladesh,Aleem Dar,Melbourne Cricket Ground,656485,,,1.0,,2015,False,False,11,0.6875
Mirpur,2015-07-10,male,,South Africa,K Rabada,Bangladesh,MA Gough,Shere Bangla National Stadium,817207,8.0,,,,2015,False,True,11,0.6875
Mirpur,2015-07-12,male,,Bangladesh,Soumya Sarkar,Bangladesh,Enamul Haque,Shere Bangla National Stadium,817209,7.0,,,,2015,True,False,11,0.6875
Mirpur,2015-04-17,male,79.0,Bangladesh,Mushfiqur Rahim,Bangladesh,RSA Palliyaguruge,Shere Bangla National Stadium,858485,,,,,2015,True,True,11,0.6875
Mirpur,2015-04-19,male,,Bangladesh,Tamim Iqbal,Bangladesh,Enamul Haque,Shere Bangla National Stadium,858487,7.0,,,,2015,True,False,11,0.6875
Mirpur,2015-04-22,male,,Bangladesh,Soumya Sarkar,Bangladesh,RSA Palliyaguruge,Shere Bangla National Stadium,858489,8.0,,,,2015,True,False,11,0.6875
Mirpur,2015-06-18,male,79.0,Bangladesh,Mustafizur Rahman,Bangladesh,Enamul Haque,Shere Bangla National Stadium,870731,,,,,2015,True,True,11,0.6875
Mirpur,2015-06-24,male,77.0,India,SK Raina,Bangladesh,Enamul Haque,Shere Bangla National Stadium,870735,,,,,2015,False,False,11,0.6875
Mirpur,2015-11-07,male,145.0,Bangladesh,Mushfiqur Rahim,Bangladesh,Aleem Dar,Shere Bangla National Stadium,931390,,,,,2015,True,True,11,0.6875
Mirpur,2015-11-09,male,58.0,Bangladesh,Imrul Kayes,Bangladesh,Aleem Dar,Shere Bangla National Stadium,931392,,,,,2015,True,True,11,0.6875
Mirpur,2015-11-11,male,61.0,Bangladesh,Tamim Iqbal,Bangladesh,Aleem Dar,Shere Bangla National Stadium,931394,,,,,2015,True,True,11,0.6875
Nelson,2015-02-19,male,,Zimbabwe,SC Williams,United Arab Emirates,JD Cloete,Saxton Oval,656413,4.0,,1.0,,2015,False,True,0,0.0
Brisbane,2015-02-25,male,,Ireland,GC Wilson,United Arab Emirates,NJ Llong,"Brisbane Cricket Ground, Woolloongabba",656429,2.0,,1.0,,2015,False,True,0,0.0
Perth,2015-02-28,male,,India,R Ashwin,United Arab Emirates,MA Gough,Western Australia Cricket Association Ground,656439,9.0,,1.0,,2015,False,True,0,0.0
Napier,2015-03-04,male,129.0,Pakistan,Ahmed Shehzad,United Arab Emirates,S Ravi,McLean Park,656447,,,1.0,,2015,False,False,0,0.0
Wellington,2015-03-12,male,146.0,South Africa,AB de Villiers,United Arab Emirates,RJ Tucker,Westpac Stadium,656469,,,1.0,,2015,False,False,0,0.0
Napier,2015-03-15,male,,West Indies,JO Holder,United Arab Emirates,Aleem Dar,McLean Park,656479,6.0,,1.0,,2015,False,True,0,0.0
Dubai,2015-11-16,male,89.0,Hong Kong,MS Chapman,United Arab Emirates,VA Kulkarni,ICC Academy,911049,,,,,2015,False,False,0,0.0
,2014-01-01,male,159.0,New Zealand,CJ Anderson,New Zealand,CB Gaffaney,Queenstown Events Centre,661689,,,,,2014,True,True,7,0.5833333333333334
Hamilton,2014-01-08,male,203.0,West Indies,DJ Bravo,New Zealand,CB Gaffaney,Seddon Park,661693,,,,,2014,False,False,7,0.5833333333333334
Napier,2014-01-19,male,24.0,New Zealand,CJ Anderson,New Zealand,RJ Tucker,McLean Park,667641,,,,,2014,True,True,7,0.5833333333333334
Hamilton,2014-01-28,male,,New Zealand,LRPL Taylor,New Zealand,GAV Baxter,Seddon Park,667647,7.0,,,,2014,True,False,7,0.5833333333333334
Wellington,2014-01-31,male,87.0,New Zealand,LRPL Taylor,New Zealand,BF Bowden,Westpac Stadium,667649,,,,,2014,True,True,7,0.5833333333333334
,2014-12-08,male,,Pakistan,Haris Sohail,New Zealand,Aleem Dar,Dubai International Cricket Stadium,742619,3.0,,1.0,,2014,False,True,7,0.5833333333333334
,2014-12-12,male,,New Zealand,KS Williamson,New Zealand,Ahsan Raza,Sharjah Cricket Stadium,742621,4.0,,1.0,,2014,True,False,7,0.5833333333333334
,2014-12-14,male,147.0,Pakistan,Ahmed Shehzad,New Zealand,Shozab Raza,Sharjah Cricket Stadium,742623,,,1.0,,2014,False,False,7,0.5833333333333334
Abu Dhabi,2014-12-17,male,7.0,New Zealand,KS Williamson,New Zealand,RK Illingworth,Sheikh Zayed Stadium,742625,,,1.0,,2014,True,True,7,0.5833333333333334
Abu Dhabi,2014-12-19,male,68.0,New Zealand,MJ Henry,New Zealand,Ahsan Raza,Sheikh Zayed Stadium,742627,,,1.0,,2014,True,True,7,0.5833333333333334
Mount Maunganui,2014-10-21,male,,South Africa,AB de Villiers,New Zealand,CB Gaffaney,Bay Oval,749771,6.0,,,,2014,False,True,7,0.5833333333333334
Mount Maunganui,2014-10-24,male,72.0,South Africa,HM Amla,New Zealand,SJ Davis,Bay Oval,749773,,,,,2014,False,False,7,0.5833333333333334
London,2004-09-10,male,210.0,New Zealand,NJ Astle,United States of America,DR Shepherd,Kennington Oval,66197,,,,2169.0,2004,False,False,0,0.0
Southampton,2004-09-13,male,,Australia,MS Kasprowicz,United States of America,Aleem Dar,The Rose Bowl,66200,9.0,,,2172.0,2004,False,True,0,0.0
Southampton,2004-09-11,male,98.0,India,SC Ganguly,Kenya,RE Koertzen,The Rose Bowl,66198,,,,2170.0,2004,False,False,0,0.0
Birmingham,2004-09-14,male,,Pakistan,Shahid Afridi,Kenya,BR Doctrove,Edgbaston,66202,7.0,,,2174.0,2004,False,True,0,0.0
Benoni,2013-09-20,female,,South Africa,L Lee,South Africa,RN Birkenstock,Willowmoore Park,664299,6.0,,,,2013,True,False,3,1.0
Centurion,2013-09-24,female,,South Africa,T Chetty,South Africa,RN Birkenstock,SuperSport Park,664303,8.0,,,,2013,True,False,3,1.0
Potchefstroom,2013-10-26,female,67.0,South Africa,M du Preez,South Africa,RN Birkenstock,Senwes Park,668511,,,,,2013,True,True,3,1.0
Benoni,2013-09-20,female,,South Africa,L Lee,Bangladesh,A Paleker,Willowmoore Park,664299,6.0,,,,2013,False,True,0,0.0
Centurion,2013-09-24,female,,South Africa,T Chetty,Bangladesh,BP Jele,SuperSport Park,664303,8.0,,,,2013,False,True,0,0.0
,2014-01-19,female,,England,LS Greenway,Australia,SAJ Craig,Melbourne Cricket Ground,666039,7.0,,,,2014,False,True,8,0.8888888888888888
,2014-01-23,female,26.0,Australia,NE Bolton,Australia,AJ Barrow,Melbourne Cricket Ground,666041,,,,,2014,True,True,8,0.8888888888888888
Hobart,2014-01-26,female,,Australia,EA Perry,Australia,AP Ward,Bellerive Oval,666043,4.0,,,,2014,True,False,8,0.8888888888888888
Brisbane,2014-08-23,female,,Australia,JL Jonassen,Australia,GA Abood,Peter Burge Oval,754787,5.0,,,,2014,True,False,8,0.8888888888888888
Brisbane,2014-08-26,female,,Australia,NE Bolton,Australia,GC Joshua,Peter Burge Oval,754789,8.0,,,,2014,True,False,8,0.8888888888888888
Sydney,2014-11-11,female,,Australia,SR Taylor,Australia,PJ Gillespie,Hurstville Oval,754809,3.0,,,,2014,True,False,8,0.8888888888888888
Sydney,2014-11-13,female,53.0,Australia,EA Perry,Australia,PJ Gillespie,Hurstville Oval,754811,,,,,2014,True,True,8,0.8888888888888888
Bowral,2014-11-16,female,,Australia,MM Lanning,Australia,PJ Gillespie,Bradman Oval,754813,8.0,,,,2014,True,False,8,0.8888888888888888
Bowral,2014-11-18,female,148.0,Australia,EA Perry,Australia,PJ Gillespie,Bradman Oval,754815,,,,,2014,True,True,8,0.8888888888888888
,2014-01-19,female,,England,LS Greenway,England,GC Joshua,Melbourne Cricket Ground,666039,7.0,,,,2014,True,False,2,0.5
,2014-01-23,female,26.0,Australia,NE Bolton,England,GJ Davidson,Melbourne Cricket Ground,666041,,,,,2014,False,False,2,0.5
Hobart,2014-01-26,female,,Australia,EA Perry,England,AK Wilds,Bellerive Oval,666043,4.0,,,,2014,False,True,2,0.5
Scarborough,2014-08-23,female,13.0,England,CM Edwards,England,MR Benson,North Marine Road Ground,722391,,,,,2014,True,True,2,0.5
Napier,2014-01-19,male,24.0,New Zealand,CJ Anderson,India,DJ Walker,McLean Park,667641,,,,,2014,False,False,11,0.6111111111111112
Hamilton,2014-01-28,male,,New Zealand,LRPL Taylor,India,RJ Tucker,Seddon Park,667647,7.0,,,,2014,False,True,11,0.6111111111111112
Wellington,2014-01-31,male,87.0,New Zealand,LRPL Taylor,India,RJ Tucker,Westpac Stadium,667649,,,,,2014,False,False,11,0.6111111111111112
Nottingham,2014-08-30,male,,India,R Ashwin,India,PR Reiffel,Trent Bridge,667725,6.0,,,,2014,True,False,11,0.6111111111111112
Birmingham,2014-09-02,male,,India,AM Rahane,India,RT Robinson,Edgbaston,667727,9.0,,,,2014,True,False,11,0.6111111111111112
Leeds,2014-09-05,male,41.0,England,JE Root,India,PR Reiffel,Headingley,667729,,,,,2014,False,False,11,0.6111111111111112
